,Unnamed: 0,image_name,height,width,aspect_ratio,unique_id,image_size
66,66,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-643992606_28-kristen-wiig.jpg,1200,630,0.525,gossipcop-643992606,179921
67,67,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-643992606_28-kristen-wiig.jpg,1200,630,0.525,gossipcop-643992606,179921
68,68,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-841899_4F117B5200000578-0-image-a-55_1534175971698.jpg,636,382,0.60062893081761,gossipcop-841899,88350
69,69,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-841899_4F10D42100000578-6056017-Flashback_She_also_shared_a_picture_of_her_son_Tripp_with_Sailor-m-58_1534175996684.jpg,634,653,1.0299684542586751,gossipcop-841899,95335
70,70,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-841899_4F10DCDC00000578-6056017-Happier_times_This_weekend_Bristol_who_is_set_to_join_the_next_s-m-52_1534175741445.jpg,634,708,1.116719242902208,gossipcop-841899,157191
71,71,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-3075332771_08-brad-angelina.jpg,1200,630,0.525,gossipcop-3075332771,234159
72,72,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-3075332771_08-brad-angelina.jpg,1200,630,0.525,gossipcop-3075332771,234159
73,73,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5374558782_rs_634x951-180827064026-634.jpg,634,951,1.5,gossipcop-5374558782,103924
74,74,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5374558782_rs_600x600-180827064026-600.jpg,600,467,0.7783333333333333,gossipcop-5374558782,40054
75,75,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5374558782_rs_600x600-171114073828-600.jpg,192,192,1.0,gossipcop-5374558782,5520
76,76,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5071479335_emma-watson-robert-pattison.jpg,1000,600,0.6,gossipcop-5071479335,175117
77,77,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5071479335_emma-watson-robert-pattison.jpg,1000,600,0.6,gossipcop-5071479335,175117
78,78,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-109561633_et_121417_BiggestFeuds.jpg,1280,720,0.5625,gossipcop-109561633,198641
79,79,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-4304207578_sarah-jessica-parker.jpg,2048,1536,0.75,gossipcop-4304207578,381440
80,80,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-850143_170510-zimmerman-bowwow-tease_yi8hrb.jpg,1480,832,0.5621621621621622,gossipcop-850143,91237
81,81,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-850143_170510-zimmerman-bowwow-tease_yi8hrb.jpg,1480,832,0.5621621621621622,gossipcop-850143,91237
82,82,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2615005056_cloon.jpg,594,396,0.6666666666666666,gossipcop-2615005056,121905
83,83,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-7889565756_bradley-cooper-cinemacon.jpg,301,202,0.6710963455149501,gossipcop-7889565756,26812
84,84,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-7889565756_a-star-is-born.jpg,1024,681,0.6650390625,gossipcop-7889565756,169245
85,85,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-736743_demi20moore20mila20kunis20ashton20kutcher20getty20AP.jpg,1024,576,0.5625,gossipcop-736743,630297
86,86,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-736743_demi20moore20mila20kunis20ashton20kutcher20getty20AP.jpg,1024,576,0.5625,gossipcop-736743,630297
87,87,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-860018_amy-schumer-ben-hanisch-07c574d7-ee59-4328-89fb-6367ca5084aa.jpg,1413,1800,1.2738853503184713,gossipcop-860018,1897810
88,88,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-860018_amy-schumer-promos-dbaf7c73-4d4d-4928-9515-2db274c38da1.jpg,1200,630,0.525,gossipcop-860018,121626
89,89,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-860018_amy-schumer-inlin-558fe6ee-4d84-4022-b8b6-2907d123fae6.jpg,1800,1635,0.9083333333333332,gossipcop-860018,3309193
90,90,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2526708994_angelina-jolie-jared-leto-dating-after-brad-pitt-divorce-ftr.jpg,600,750,1.25,gossipcop-2526708994,177163
91,91,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2526708994_angelina-jolie-jared-leto-dating-after-brad-pitt-divorce-ftr.jpg,600,750,1.25,gossipcop-2526708994,177163
92,92,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-7123899027_rs_600x600-170111150128-600.jpg,192,192,1.0,gossipcop-7123899027,7850
93,93,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-7123899027_rs_600x600-170710131817-600-paris-jackson-trevor-donovan.jpg,600,467,0.7783333333333333,gossipcop-7123899027,41914
94,94,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-7123899027_rs_1024x759-170710131817-1024-paris-jackson-trevor-donovan.jpg,1024,759,0.7412109375,gossipcop-7123899027,97543
95,95,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-841481_david-schwimmer-zoe-aaf31aa1-fb45-40c9-867f-298b843d2615.jpg,1691,2000,1.1827321111768183,gossipcop-841481,3728016
96,96,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-841481_david-schwimmer-zoe-68c67604-10dd-4301-9f8a-700516f85ebc.jpg,1200,630,0.525,gossipcop-841481,132143
97,97,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5220162545_legally-blonde1.jpg,1024,717,0.7001953125,gossipcop-5220162545,101579
98,98,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5220162545_legally-blonde.jpg,285,177,0.6210526315789474,gossipcop-5220162545,8823
99,99,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-8117477556_jason-allen-alexander.jpg,1200,630,0.525,gossipcop-8117477556,236479
100,100,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-8117477556_ojani-noa.jpg,200,159,0.795,gossipcop-8117477556,14950
101,101,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-8117477556_jason-allen-alexander.jpg,1200,630,0.525,gossipcop-8117477556,236479
102,102,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-857822_151006123244-twilight-2008-super-tease.jpg,1100,619,0.5627272727272727,gossipcop-857822,113677
103,103,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-857822_150512072659-twilight-robert-pattinson-kristen-stewart-large-169.jpg,460,259,0.5630434782608695,gossipcop-857822,20480
104,104,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-857822_170726095611-fka-twigs-large-169.jpg,460,259,0.5630434782608695,gossipcop-857822,35811
105,105,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-1227295031_rs_634x1024-180710103122-634.jpg,634,1024,1.615141955835962,gossipcop-1227295031,77268
106,106,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-1227295031_rs_600x600-180710054548-600.jpg,600,467,0.7783333333333333,gossipcop-1227295031,36994
107,107,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-1227295031_newsnow_20180928_a_278386_560x315_1332210755872.jpg,560,315,0.5625,gossipcop-1227295031,22109
108,108,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2021849676_carrie-underwood-expecting-twins-ftr1.jpg,620,349,0.5629032258064516,gossipcop-2021849676,95321
109,109,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2021849676_carrie-underwood-expecting-twins-ftr1.jpg,620,349,0.5629032258064516,gossipcop-2021849676,95321
110,110,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5985910918_hbz-trump-civil-war-index-copy-1493652598.jpg,1200,600,0.5,gossipcop-5985910918,99003
111,111,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5239743061_gettyimages-854829202_-_h_2017.jpg,1296,730,0.5632716049382716,gossipcop-5239743061,167590
112,112,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5239743061_gettyimages-854829202_-_h_2017.jpg,1296,730,0.5632716049382716,gossipcop-5239743061,167590
113,113,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5132321402_harry-meghan.jpg,1200,800,0.6666666666666666,gossipcop-5132321402,287155
114,114,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5132321402_harry-meghan.jpg,1200,800,0.6666666666666666,gossipcop-5132321402,287155
115,115,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-4127035030_Celebrity-Sightings-In-Los-Angeles-February-20-2018.jpg,1200,630,0.525,gossipcop-4127035030,99123
116,116,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-851144_snatched-film-still-1200x630.jpg,1200,630,0.525,gossipcop-851144,176889
117,117,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-848526_x_tdy_ov_news_diana_170505.jpg,760,428,0.5631578947368421,gossipcop-848526,90540
118,118,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-848526_ollie-prince-harry-today-170505-tease_eac973fadd21ddfb1b78f5aa62366606.jpg,1200,630,0.525,gossipcop-848526,62835
119,119,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-843144_5098C27200000578-0-image-a-19_1537758499013.jpg,636,382,0.60062893081761,gossipcop-843144,50267
120,120,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-843144_508E572600000578-6200137-Ass_ass_ination_Nation_However_the_hashtag_SlayEm_hinted_it_was_-a-3_1537806567342.jpg,632,636,1.0063291139240509,gossipcop-843144,73741
121,121,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2621057085_Pnk-e1562945883312.jpg,408,470,1.1519607843137254,gossipcop-2621057085,30819
122,122,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2621057085_GettyImages-520761926.jpg,400,250,0.625,gossipcop-2621057085,16790
123,123,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-2621057085_Nicki-Minaj-1.jpg,400,250,0.625,gossipcop-2621057085,44077
124,124,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-850560_Screen-Shot-2017-04-28-at-191928.jpg,1168,657,0.5625,gossipcop-850560,92618
125,125,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-850560_Young-Norwegian-prince-upstages-whole-royal-family-with-cheeky-antics-on-balcony.jpg,1200,630,0.525,gossipcop-850560,54619
126,126,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-850560_4221396001_5429914142001_IVRC1494491158173I-thumb480x360.jpg,480,360,0.75,gossipcop-850560,28403
127,127,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-853542_rs_600x600-170516054351-600-Solange-mk051617.jpg,450,350,0.7777777777777778,gossipcop-853542,17099
128,128,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-861440_cameron-dallas-beauty-routine-video.jpg,300,300,1.0,gossipcop-861440,55702
129,129,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-861440_dallas-beauty.jpg,1000,500,0.5,gossipcop-861440,96350
130,130,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/real_gossipcop-843548_ia6NPH45p7jbxmDC5aP-cDVLRWGZn1er43ujhpmL7Yo.jpg,1920,808,0.4208333333333333,gossipcop-843548,139433
131,131,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-1903137947_do-composite-brad.jpg,750,500,0.6666666666666666,gossipcop-1903137947,58203
132,132,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-6142392840_the-weeknd-selena-gomez-broke-up-ftr.jpg,620,349,0.5629032258064516,gossipcop-6142392840,233832
133,133,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5035404255_59847b1004027c40d5041253_halle.jpg,790,395,0.5,gossipcop-5035404255,86648
134,134,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-9445573408_chris-pratt-heartbroken-over-anna-faris-new-relationship-ftr.jpg,620,349,0.5629032258064516,gossipcop-9445573408,101170
135,135,/media/data_dump/Shivangi/Mudit/dataset/gossipcop/gossipcop_images/fake_gossipcop-5422473729_dc-Cover-nk0q4ce8opts2s2c53bup7hqs6-20180509002454.jpg,800,448,0.56,gossipcop-5422473729,43554
